Size	Connectance	Basal_p	Network	Species	Persistence	in_Degree	out_Degree	STL	m12	m36	m38	m6	p(12, 0, 1)	p(12, 1, 0)	p(12, 1, 1)	p(36, 0, 1)	p(36, 2, 0)	p(38, 0, 2)	p(38, 1, 1)	p(38, 2, 0)	p(6, 0, 2)	p(6, 1, 0)
260	0.024	0.0	kongsfjorden	"sp46"	0.8097	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.0	kongsfjorden	"sp153"	0.81087	2	2	2	11	227	0	35	0	7	4	226	1	0	0	0	1	34
260	0.024	0.0	kongsfjorden	"sp198"	0.80917	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.0	kongsfjorden	"sp253"	0.61037	5	0	4	41	0	0	10	41	0	0	0	0	0	0	0	10	0
260	0.024	0.0	kongsfjorden	"sp163"	0.90039	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.0	kongsfjorden	"sp69"	0.80679	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.0	kongsfjorden	"sp223"	0.81005	2	8	2	33	279	23	102	0	33	0	258	21	0	16	7	1	101
260	0.024	0.0	kongsfjorden	"sp154"	0.80691	2	2	2	11	227	0	35	0	7	4	226	1	0	0	0	1	34
260	0.024	0.0	kongsfjorden	"sp258"	0.80932	2	2	2	15	227	0	68	0	11	4	226	1	0	0	0	1	67
260	0.024	0.0	kongsfjorden	"sp123"	0.81066	2	9	2	38	295	15	276	0	27	11	267	28	0	7	8	1	275
260	0.024	0.0	kongsfjorden	"sp88"	0.68966	78	3	3	648	57	208	2860	470	0	178	56	1	150	56	2	2853	7
260	0.024	0.0	kongsfjorden	"sp143"	0.80858	3	1	2	4	301	0	33	0	1	3	301	0	0	0	0	3	30
260	0.024	0.0	kongsfjorden	"sp197"	0.80972	3	8	2	41	337	23	104	0	33	8	316	21	0	16	7	3	101
260	0.024	0.0	kongsfjorden	"sp170"	0.80924	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.0	kongsfjorden	"sp257"	0.81011	2	2	2	15	227	0	68	0	11	4	226	1	0	0	0	1	67
260	0.024	0.0	kongsfjorden	"sp186"	0.80995	19	6	2	135	539	15	237	0	31	104	529	10	0	10	5	171	66
260	0.024	0.0	kongsfjorden	"sp58"	0.80934	1	1	2	2	168	0	30	0	1	1	168	0	0	0	0	0	30
260	0.024	0.0	kongsfjorden	"sp89"	0.80861	1	2	2	25	167	2	53	0	24	1	167	0	0	1	1	0	53
260	0.024	0.0	kongsfjorden	"sp133"	0.80875	2	9	2	38	295	15	276	0	27	11	267	28	0	7	8	1	275
260	0.024	0.0	kongsfjorden	"sp203"	0.67342	13	1	3	131	115	25	57	118	0	13	115	0	25	0	0	53	4
260	0.024	0.0	kongsfjorden	"sp139"	0.69672	1	13	3	54	60	23	169	3	39	12	4	56	0	1	22	0	169
260	0.024	0.0	kongsfjorden	"sp250"	0.81133	18	0	2	0	371	0	153	0	0	0	371	0	0	0	0	153	0
260	0.024	0.0	kongsfjorden	"sp95"	0.89943	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.0	kongsfjorden	"sp18"	0.71559	6	4	3	114	28	18	107	87	9	18	27	1	7	6	5	8	99
260	0.024	0.0	kongsfjorden	"sp60"	0.62045	3	0	4	37	34	3	0	37	0	0	34	0	3	0	0	0	0
260	0.024	0.0	kongsfjorden	"sp80"	0.67883	3	4	3	46	28	13	137	39	3	4	27	1	0	8	5	3	134
260	0.024	0.0	kongsfjorden	"sp230"	0.81147	1	3	2	12	169	2	105	0	9	3	168	1	0	0	2	0	105
260	0.024	0.0	kongsfjorden	"sp51"	0.90043	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.0	kongsfjorden	"sp75"	0.66435	5	1	3	46	39	3	11	41	0	5	39	0	3	0	0	7	4
260	0.024	0.0	kongsfjorden	"sp152"	0.80862	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.0	kongsfjorden	"sp210"	0.66343	5	0	3	37	59	4	6	37	0	0	59	0	4	0	0	6	0
260	0.024	0.0	kongsfjorden	"sp222"	0.80859	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.0	kongsfjorden	"sp144"	0.80823	3	1	2	4	301	0	33	0	1	3	301	0	0	0	0	3	30
260	0.024	0.0	kongsfjorden	"sp9"	0.81018	1	1	2	4	168	0	77	0	3	1	168	0	0	0	0	0	77
260	0.024	0.0	kongsfjorden	"sp32"	0.80966	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.0	kongsfjorden	"sp96"	0.74599	10	8	2	110	316	35	281	19	25	66	294	22	15	14	6	30	251
260	0.024	0.0	kongsfjorden	"sp45"	0.80804	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.0	kongsfjorden	"sp68"	0.89977	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.0	kongsfjorden	"sp21"	0.80906	2	1	2	3	274	0	31	0	1	2	274	0	0	0	0	1	30
260	0.024	0.0	kongsfjorden	"sp212"	0.73574	4	10	2	105	103	23	120	35	30	40	75	28	6	0	17	0	120
260	0.024	0.0	kongsfjorden	"sp19"	0.80969	2	2	2	12	226	1	84	0	9	3	225	1	0	1	0	1	83
260	0.024	0.0	kongsfjorden	"sp259"	0.811	2	2	2	15	227	0	68	0	11	4	226	1	0	0	0	1	67
260	0.024	0.0	kongsfjorden	"sp35"	0.78292	3	7	2	66	230	24	79	0	60	6	216	14	2	15	7	1	78
260	0.024	0.0	kongsfjorden	"sp173"	0.80969	3	8	2	36	336	24	218	0	20	16	324	12	0	8	16	3	215
260	0.024	0.0	kongsfjorden	"sp132"	0.81076	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.0	kongsfjorden	"sp113"	0.89931	0	28	1	54	364	14	433	0	54	0	0	364	0	0	14	0	433
260	0.024	0.0	kongsfjorden	"sp238"	0.90024	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.0	kongsfjorden	"sp214"	0.80804	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.0	kongsfjorden	"sp6"	0.65363	16	2	3	335	57	61	109	325	0	10	56	1	39	22	0	81	28
260	0.024	0.0	kongsfjorden	"sp59"	0.89987	0	7	1	58	17	4	147	0	58	0	0	17	0	0	4	0	147
260	0.024	0.0	kongsfjorden	"sp103"	0.75014	8	9	2	103	305	46	252	19	34	50	282	23	11	22	13	17	235
260	0.024	0.0	kongsfjorden	"sp202"	0.75402	10	1	2	17	319	12	63	6	1	10	319	0	12	0	0	33	30
260	0.024	0.0	kongsfjorden	"sp128"	0.80982	19	3	2	55	533	9	190	0	7	48	530	3	0	9	0	171	19
260	0.024	0.0	kongsfjorden	"sp187"	0.66038	8	1	3	55	75	15	17	47	0	8	75	0	15	0	0	13	4
260	0.024	0.0	kongsfjorden	"sp251"	0.89997	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.0	kongsfjorden	"sp166"	0.72927	8	1	3	24	15	0	32	16	0	8	15	0	0	0	0	28	4
260	0.024	0.2	kongsfjorden	"sp63"	0.81929	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.2	kongsfjorden	"sp106"	0.73825	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp129"	0.73785	1	9	2	33	193	11	279	0	27	6	165	28	0	3	8	0	279
260	0.024	0.2	kongsfjorden	"sp97"	0.64581	13	3	3	112	39	15	190	85	1	26	38	1	0	13	2	78	112
260	0.024	0.2	kongsfjorden	"sp201"	0.81981	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.2	kongsfjorden	"sp244"	0.73828	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp26"	0.73742	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp52"	0.82378	0	7	1	58	17	4	147	0	58	0	0	17	0	0	4	0	147
260	0.024	0.2	kongsfjorden	"sp225"	0.7385	19	0	2	0	539	0	171	0	0	0	539	0	0	0	0	171	0
260	0.024	0.2	kongsfjorden	"sp72"	0.73522	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp13"	0.73642	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp151"	0.73858	2	2	2	7	272	3	90	0	5	2	272	0	0	2	1	1	89
260	0.024	0.2	kongsfjorden	"sp231"	0.72642	24	4	2	82	589	42	377	0	13	69	587	2	11	27	4	265	112
260	0.024	0.2	kongsfjorden	"sp34"	0.70348	36	11	2	387	280	177	563	0	88	299	233	47	72	97	8	558	5
260	0.024	0.2	kongsfjorden	"sp162"	0.67451	9	12	2	132	330	59	299	19	32	81	277	53	19	27	13	17	282
260	0.024	0.2	kongsfjorden	"sp8"	0.737	1	1	2	4	168	0	77	0	3	1	168	0	0	0	0	0	77
260	0.024	0.2	kongsfjorden	"sp44"	0.73907	2	1	2	3	272	2	56	0	3	0	272	0	0	2	0	1	55
260	0.024	0.2	kongsfjorden	"sp145"	0.64454	14	3	3	138	58	28	160	90	9	39	57	1	23	3	2	68	92
260	0.024	0.2	kongsfjorden	"sp33"	0.73907	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp20"	0.73653	1	3	2	12	169	2	95	0	9	3	168	1	0	0	2	0	95
260	0.024	0.2	kongsfjorden	"sp135"	0.73585	2	4	2	17	230	2	64	0	10	7	225	5	0	1	1	1	63
260	0.024	0.2	kongsfjorden	"sp160"	0.73712	1	11	2	37	207	16	294	0	29	8	165	42	0	3	13	0	294
260	0.024	0.2	kongsfjorden	"sp121"	0.65267	13	6	3	115	103	21	241	41	0	74	101	2	4	4	13	74	167
260	0.024	0.2	kongsfjorden	"sp104"	0.73758	19	4	2	64	516	29	285	0	13	51	514	2	0	25	4	171	114
260	0.024	0.2	kongsfjorden	"sp7"	0.60596	21	5	3	414	15	71	303	353	0	61	13	2	19	44	8	191	112
260	0.024	0.2	kongsfjorden	"sp112"	0.73966	2	6	2	24	276	13	129	0	20	4	266	10	0	8	5	1	128
260	0.024	0.2	kongsfjorden	"sp1"	0.818	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.2	kongsfjorden	"sp172"	0.68348	14	7	2	89	392	71	246	5	20	64	380	12	28	34	9	63	183
260	0.024	0.2	kongsfjorden	"sp196"	0.73678	2	3	2	15	275	2	106	0	9	6	274	1	0	0	2	1	105
260	0.024	0.2	kongsfjorden	"sp114"	0.82333	0	18	1	39	150	3	332	0	39	0	0	150	0	0	3	0	332
260	0.024	0.2	kongsfjorden	"sp252"	0.73821	2	2	2	11	274	1	95	0	7	4	274	0	0	0	1	1	94
260	0.024	0.2	kongsfjorden	"sp239"	0.73902	2	3	2	18	275	2	116	0	14	4	272	3	0	2	0	1	115
260	0.024	0.2	kongsfjorden	"sp168"	0.73877	1	7	2	54	177	12	113	0	52	2	163	14	0	5	7	0	113
260	0.024	0.2	kongsfjorden	"sp90"	0.73687	1	1	2	4	168	0	77	0	3	1	168	0	0	0	0	0	77
260	0.024	0.2	kongsfjorden	"sp38"	0.73725	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp14"	0.73383	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp43"	0.82099	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.2	kongsfjorden	"sp62"	0.81926	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.2	kongsfjorden	"sp224"	0.73906	3	1	2	4	291	0	33	0	1	3	291	0	0	0	0	3	30
260	0.024	0.2	kongsfjorden	"sp236"	0.73811	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp189"	0.82012	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.2	kongsfjorden	"sp73"	0.82114	0	7	1	58	17	4	147	0	58	0	0	17	0	0	4	0	147
260	0.024	0.2	kongsfjorden	"sp53"	0.73575	1	8	2	59	74	12	118	0	54	5	55	19	0	3	9	0	118
260	0.024	0.2	kongsfjorden	"sp208"	0.69444	8	1	2	13	315	10	48	4	1	8	315	0	10	0	0	18	30
260	0.024	0.2	kongsfjorden	"sp30"	0.73322	20	2	2	50	450	2	238	4	6	40	449	1	2	0	0	188	50
260	0.024	0.2	kongsfjorden	"sp111"	0.73865	2	4	2	13	271	9	112	0	9	4	270	1	0	4	5	1	111
260	0.024	0.2	kongsfjorden	"sp150"	0.65827	12	1	2	96	215	23	120	81	3	12	215	0	23	0	0	43	77
260	0.024	0.2	kongsfjorden	"sp161"	0.73822	2	12	2	49	320	20	303	0	32	17	267	53	0	7	13	1	302
260	0.024	0.2	kongsfjorden	"sp134"	0.73647	2	4	2	17	230	2	64	0	10	7	225	5	0	1	1	1	63
260	0.024	0.2	kongsfjorden	"sp119"	0.73835	2	9	2	38	295	15	276	0	27	11	267	28	0	7	8	1	275
260	0.024	0.2	kongsfjorden	"sp98"	0.82077	0	7	1	58	17	4	147	0	58	0	0	17	0	0	4	0	147
260	0.024	0.2	kongsfjorden	"sp217"	0.73827	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp159"	0.7392	2	8	2	23	285	17	128	0	17	6	264	21	0	10	7	1	127
260	0.024	0.2	kongsfjorden	"sp105"	0.73954	2	10	2	41	298	21	283	0	30	11	265	33	0	9	12	1	282
260	0.024	0.2	kongsfjorden	"sp175"	0.74085	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.2	kongsfjorden	"sp195"	0.73739	2	6	2	32	283	6	200	0	24	8	270	13	0	4	2	1	199
260	0.024	0.2	kongsfjorden	"sp126"	0.65404	43	6	3	458	151	78	1009	227	0	231	149	2	38	27	13	865	144
260	0.024	0.2	kongsfjorden	"sp169"	0.73873	22	7	2	168	314	40	291	0	41	127	306	8	0	27	13	231	60
260	0.024	0.2	kongsfjorden	"sp181"	0.71108	6	3	2	26	328	8	114	1	9	16	327	1	4	2	2	11	103
260	0.024	0.2	kongsfjorden	"sp102"	0.73697	3	4	2	19	327	11	64	0	18	1	321	6	0	11	0	3	61
260	0.024	0.2	kongsfjorden	"sp243"	0.73723	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp86"	0.8234	0	17	1	34	127	9	368	0	34	0	0	127	0	0	9	0	368
260	0.024	0.2	kongsfjorden	"sp254"	0.73846	3	10	2	39	350	27	133	0	31	8	310	40	0	22	5	3	130
260	0.024	0.2	kongsfjorden	"sp91"	0.67411	8	2	2	53	299	12	103	34	5	14	299	0	9	2	1	19	84
260	0.024	0.2	kongsfjorden	"sp141"	0.73907	2	2	2	7	272	3	90	0	5	2	272	0	0	2	1	1	89
260	0.024	0.2	kongsfjorden	"sp78"	0.68367	4	1	2	29	107	3	80	22	3	4	107	0	3	0	0	3	77
260	0.024	0.2	kongsfjorden	"sp15"	0.73621	2	2	2	12	226	1	84	0	9	3	225	1	0	1	0	1	83
260	0.024	0.2	kongsfjorden	"sp65"	0.73913	2	5	2	11	272	12	108	0	9	2	266	6	0	8	4	1	107
260	0.024	0.2	kongsfjorden	"sp227"	0.74115	1	3	2	12	107	2	105	0	9	3	106	1	0	0	2	0	105
260	0.024	0.2	kongsfjorden	"sp39"	0.73703	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.2	kongsfjorden	"sp42"	0.81995	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.2	kongsfjorden	"sp54"	0.73816	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.2	kongsfjorden	"sp237"	0.81774	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.2	kongsfjorden	"sp23"	0.73681	3	4	2	20	333	5	112	0	10	10	330	3	0	2	3	3	109
260	0.024	0.2	kongsfjorden	"sp167"	0.73654	3	1	2	4	301	0	33	0	1	3	301	0	0	0	0	3	30
260	0.024	0.2	kongsfjorden	"sp157"	0.7364	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.2	kongsfjorden	"sp25"	0.73891	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.2	kongsfjorden	"sp109"	0.68732	41	5	2	299	379	127	869	108	10	181	378	1	94	24	9	726	143
260	0.024	0.2	kongsfjorden	"sp70"	0.73834	2	2	2	12	226	1	84	0	9	3	225	1	0	1	0	1	83
260	0.024	0.2	kongsfjorden	"sp84"	0.74043	2	2	2	7	273	2	55	0	5	2	272	1	0	2	0	1	54
260	0.024	0.2	kongsfjorden	"sp118"	0.72107	28	14	2	424	389	71	587	10	22	392	336	53	33	0	38	345	242
260	0.024	0.2	kongsfjorden	"sp137"	0.73914	3	1	2	4	301	0	33	0	1	3	301	0	0	0	0	3	30
260	0.024	0.2	kongsfjorden	"sp146"	0.70117	3	6	2	98	236	15	48	34	56	8	224	12	2	10	3	1	47
260	0.024	0.2	kongsfjorden	"sp16"	0.58966	7	1	3	52	72	15	10	45	0	7	72	0	15	0	0	6	4
260	0.024	0.2	kongsfjorden	"sp22"	0.63562	21	14	3	357	153	94	306	105	4	248	67	86	43	46	5	167	139
260	0.024	0.2	kongsfjorden	"sp127"	0.61992	3	5	3	46	26	19	153	39	2	5	25	1	0	10	9	3	150
260	0.024	0.2	kongsfjorden	"sp99"	0.7366	2	8	2	56	239	15	87	0	52	4	214	25	0	12	3	1	86
260	0.024	0.2	kongsfjorden	"sp174"	0.70075	6	8	2	55	348	37	217	0	20	35	336	12	8	13	16	7	210
260	0.024	0.2	kongsfjorden	"sp216"	0.73851	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp158"	0.81975	0	7	1	58	17	4	147	0	58	0	0	17	0	0	4	0	147
260	0.024	0.2	kongsfjorden	"sp207"	0.61884	10	12	3	172	98	81	166	101	7	64	48	50	9	56	16	36	130
260	0.024	0.2	kongsfjorden	"sp110"	0.73715	2	2	2	7	272	3	85	0	5	2	272	0	0	2	1	1	84
260	0.024	0.2	kongsfjorden	"sp85"	0.73603	2	3	2	26	222	7	63	0	25	1	221	1	0	5	2	1	62
260	0.024	0.2	kongsfjorden	"sp209"	0.73734	2	3	2	15	275	2	106	0	9	6	274	1	0	0	2	1	105
260	0.024	0.2	kongsfjorden	"sp194"	0.73724	2	3	2	15	275	2	106	0	9	6	274	1	0	0	2	1	105
260	0.024	0.2	kongsfjorden	"sp3"	0.82216	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.2	kongsfjorden	"sp242"	0.73585	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp183"	0.69244	11	3	2	32	330	26	136	0	9	23	329	1	14	10	2	41	95
260	0.024	0.2	kongsfjorden	"sp79"	0.73822	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp255"	0.7394	2	2	2	11	274	1	95	0	7	4	274	0	0	0	1	1	94
260	0.024	0.2	kongsfjorden	"sp28"	0.7389	21	7	2	164	259	37	273	0	41	123	251	8	0	24	13	210	63
260	0.024	0.2	kongsfjorden	"sp260"	0.73646	2	2	2	15	227	0	68	0	11	4	226	1	0	0	0	1	67
260	0.024	0.2	kongsfjorden	"sp142"	0.73797	2	2	2	7	272	3	90	0	5	2	272	0	0	2	1	1	89
260	0.024	0.2	kongsfjorden	"sp64"	0.73864	2	5	2	11	272	12	108	0	9	2	266	6	0	8	4	1	107
260	0.024	0.2	kongsfjorden	"sp92"	0.6767	13	3	2	68	318	28	183	23	13	32	315	3	21	7	0	57	126
260	0.024	0.2	kongsfjorden	"sp218"	0.62597	9	14	3	175	101	90	179	101	7	67	41	60	0	59	31	36	143
260	0.024	0.2	kongsfjorden	"sp164"	0.73583	2	2	2	11	227	0	35	0	7	4	226	1	0	0	0	1	34
260	0.024	0.2	kongsfjorden	"sp226"	0.7372	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp140"	0.73736	2	2	2	7	272	3	90	0	5	2	272	0	0	2	1	1	89
260	0.024	0.2	kongsfjorden	"sp71"	0.73821	1	2	2	6	168	1	55	0	5	1	167	1	0	1	0	0	55
260	0.024	0.2	kongsfjorden	"sp156"	0.61243	23	3	3	299	88	78	302	266	1	32	87	1	39	37	2	214	88
260	0.024	0.2	kongsfjorden	"sp245"	0.66456	13	14	2	286	322	65	206	73	42	171	254	68	31	11	23	47	159
260	0.024	0.2	kongsfjorden	"sp24"	0.74082	4	1	2	5	80	0	36	0	1	4	80	0	0	0	0	6	30
260	0.024	0.2	kongsfjorden	"sp147"	0.69272	5	7	2	105	229	35	75	40	52	13	217	12	4	22	9	6	69
260	0.024	0.2	kongsfjorden	"sp249"	0.74	18	1	2	17	367	4	206	0	3	14	367	0	0	4	0	153	53
260	0.024	0.2	kongsfjorden	"sp31"	0.73982	18	2	2	42	434	0	203	0	6	36	433	1	0	0	0	153	50
260	0.024	0.2	kongsfjorden	"sp204"	0.65668	31	1	3	203	87	14	508	179	3	21	87	0	4	10	0	461	47
260	0.024	0.2	kongsfjorden	"sp136"	0.62684	11	4	3	106	68	19	183	72	3	31	67	1	1	13	5	54	129
260	0.024	0.2	kongsfjorden	"sp117"	0.58122	26	0	3	400	60	85	240	400	0	0	60	0	85	0	0	240	0
260	0.024	0.2	kongsfjorden	"sp40"	0.60245	2	4	3	27	25	7	141	18	3	6	24	1	0	2	5	1	140
260	0.024	0.2	kongsfjorden	"sp49"	0.73938	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp55"	0.73634	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp107"	0.65624	35	4	3	234	136	25	712	97	0	137	135	1	17	3	5	578	134
260	0.024	0.2	kongsfjorden	"sp206"	0.69156	35	3	2	193	405	18	704	93	1	99	404	1	10	6	2	585	119
260	0.024	0.2	kongsfjorden	"sp124"	0.70151	2	6	2	58	65	13	96	0	53	5	55	10	1	7	5	0	96
260	0.024	0.2	kongsfjorden	"sp193"	0.68577	11	3	2	57	325	24	138	21	9	27	324	1	16	6	2	39	99
260	0.024	0.2	kongsfjorden	"sp2"	0.67216	16	3	2	45	321	67	186	21	13	11	318	3	30	37	0	90	96
260	0.024	0.2	kongsfjorden	"sp241"	0.73807	1	3	2	12	169	2	95	0	9	3	168	1	0	0	2	0	95
260	0.024	0.2	kongsfjorden	"sp177"	0.66301	27	4	2	232	333	95	412	132	9	91	332	1	73	17	5	278	134
260	0.024	0.2	kongsfjorden	"sp83"	0.82074	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.2	kongsfjorden	"sp190"	0.73786	2	11	2	43	289	40	217	0	35	8	260	29	0	14	26	1	216
260	0.024	0.2	kongsfjorden	"sp240"	0.73651	1	3	2	12	169	2	95	0	9	3	168	1	0	0	2	0	95
260	0.024	0.2	kongsfjorden	"sp12"	0.60828	4	4	3	35	47	9	144	20	3	12	46	1	0	4	5	6	138
260	0.024	0.2	kongsfjorden	"sp93"	0.82028	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.2	kongsfjorden	"sp76"	0.73884	2	1	2	5	274	0	78	0	3	2	274	0	0	0	0	1	77
260	0.024	0.2	kongsfjorden	"sp17"	0.73657	3	2	2	10	331	2	44	0	6	4	330	1	0	2	0	3	41
260	0.024	0.2	kongsfjorden	"sp256"	0.73718	1	2	2	25	167	2	53	0	24	1	167	0	0	1	1	0	53
260	0.024	0.2	kongsfjorden	"sp221"	0.73722	3	2	2	10	331	2	44	0	6	4	330	1	0	2	0	3	41
260	0.024	0.2	kongsfjorden	"sp219"	0.62513	11	4	3	83	60	17	185	47	3	33	59	1	1	11	5	54	131
260	0.024	0.2	kongsfjorden	"sp188"	0.73732	2	7	2	32	284	11	210	0	24	8	268	16	0	6	5	1	209
260	0.024	0.2	kongsfjorden	"sp179"	0.67053	7	14	2	145	295	55	251	30	17	98	245	50	14	0	41	7	244
260	0.024	0.2	kongsfjorden	"sp67"	0.8196	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.2	kongsfjorden	"sp108"	0.73802	3	10	2	39	350	27	133	0	31	8	310	40	0	22	5	3	130
260	0.024	0.2	kongsfjorden	"sp235"	0.73856	2	6	2	42	279	10	122	0	38	4	266	13	0	8	2	1	121
260	0.024	0.2	kongsfjorden	"sp27"	0.73824	2	3	2	17	275	2	132	0	13	4	272	3	0	2	0	1	131
260	0.024	0.2	kongsfjorden	"sp165"	0.73541	2	3	2	14	229	0	39	0	8	6	226	3	0	0	0	1	38
260	0.024	0.2	kongsfjorden	"sp56"	0.66237	58	3	2	280	347	201	1538	138	13	129	345	2	155	45	1	1498	40
260	0.024	0.2	kongsfjorden	"sp36"	0.73647	2	8	2	66	230	24	79	0	60	6	216	14	0	10	14	1	78
260	0.024	0.2	kongsfjorden	"sp41"	0.57216	1	0	4	21	13	0	0	21	0	0	13	0	0	0	0	0	0
260	0.024	0.2	kongsfjorden	"sp131"	0.65636	19	5	3	159	26	34	301	84	0	75	24	2	6	20	8	165	136
260	0.024	0.2	kongsfjorden	"sp182"	0.70215	8	1	2	7	330	12	93	0	3	4	330	0	8	4	0	20	73
260	0.024	0.2	kongsfjorden	"sp248"	0.737	19	1	2	17	534	5	223	0	3	14	534	0	0	5	0	171	52
260	0.024	0.2	kongsfjorden	"sp148"	0.73779	9	6	2	82	264	19	113	0	40	42	256	8	0	12	7	36	77
260	0.024	0.2	kongsfjorden	"sp116"	0.73717	2	4	2	13	271	9	112	0	9	4	270	1	0	4	5	1	111
260	0.024	0.2	kongsfjorden	"sp5"	0.73687	2	4	2	17	273	7	142	0	13	4	270	3	0	4	3	1	141
260	0.024	0.2	kongsfjorden	"sp125"	0.73605	2	1	2	8	226	0	28	0	6	2	226	0	0	0	0	1	27
260	0.024	0.2	kongsfjorden	"sp100"	0.73573	3	3	2	8	329	6	70	0	5	3	326	3	0	6	0	3	67
260	0.024	0.2	kongsfjorden	"sp205"	0.82039	0	15	1	36	102	3	314	0	36	0	0	102	0	0	3	0	314
260	0.024	0.2	kongsfjorden	"sp184"	0.68416	16	3	2	58	320	42	185	15	9	34	319	1	26	14	2	94	91
260	0.024	0.2	kongsfjorden	"sp176"	0.81745	0	59	1	226	1655	56	204	0	226	0	0	1655	0	0	56	0	204
260	0.024	0.2	kongsfjorden	"sp229"	0.60872	8	0	3	108	74	13	15	108	0	0	74	0	13	0	0	15	0
260	0.024	0.2	kongsfjorden	"sp192"	0.82039	0	6	1	53	12	3	140	0	53	0	0	12	0	0	3	0	140
260	0.024	0.2	kongsfjorden	"sp234"	0.73909	1	3	2	12	107	2	105	0	9	3	106	1	0	0	2	0	105
