"Network" "S" "C" "Disturbance" "Motif" "Motif_slope"
"407" "100" "0.14" "0" "Omnivory" "0.596987657898052"
"407" "100" "0.14" "0" "Chain" "0.108663436650255"
"407" "100" "0.14" "0" "Apparent" "-0.478926294595865"
"407" "100" "0.14" "0" "Direct" "0.584198880752197"
"407" "100" "0.14" "0.2" "Omnivory" "0.536299178481173"
"407" "100" "0.14" "0.2" "Chain" "-0.026843712457909"
"407" "100" "0.14" "0.2" "Apparent" "-0.326273720340949"
"407" "100" "0.14" "0.2" "Direct" "0.495512673852557"
"407" "100" "0.14" "0.4" "Omnivory" "0.526759643062628"
"407" "100" "0.14" "0.4" "Chain" "-0.148516936138654"
"407" "100" "0.14" "0.4" "Apparent" "-0.206344880836629"
"407" "100" "0.14" "0.4" "Direct" "0.41882512930133"
"407" "100" "0.14" "0.6" "Omnivory" "0.502482784180185"
"407" "100" "0.14" "0.6" "Chain" "-0.24463996952121"
"407" "100" "0.14" "0.6" "Apparent" "-0.108501951234732"
"407" "100" "0.14" "0.6" "Direct" "0.371710890505904"
"407" "100" "0.14" "0.8" "Omnivory" "0.499444428402412"
"407" "100" "0.14" "0.8" "Chain" "-0.357959547258861"
"407" "100" "0.14" "0.8" "Apparent" "-0.0128180993837597"
"407" "100" "0.14" "0.8" "Direct" "0.347423637611679"
"407" "100" "0.14" "1" "Omnivory" "0.512260999129618"
"407" "100" "0.14" "1" "Chain" "-0.457545737662149"
"407" "100" "0.14" "1" "Apparent" "0.0676631718961273"
"407" "100" "0.14" "1" "Direct" "0.307467609298838"
"408" "100" "0.14" "0" "Omnivory" "1.01973781021144"
"408" "100" "0.14" "0" "Chain" "0.548952615088169"
"408" "100" "0.14" "0" "Apparent" "-0.872578077170279"
"408" "100" "0.14" "0" "Direct" "0.932228693423896"
"408" "100" "0.14" "0.2" "Omnivory" "0.810582420723491"
"408" "100" "0.14" "0.2" "Chain" "0.369307040619316"
"408" "100" "0.14" "0.2" "Apparent" "-0.68752185257174"
"408" "100" "0.14" "0.2" "Direct" "0.846667775948299"
"408" "100" "0.14" "0.4" "Omnivory" "0.610119961132749"
"408" "100" "0.14" "0.4" "Chain" "0.122827626973845"
"408" "100" "0.14" "0.4" "Apparent" "-0.462172384359975"
"408" "100" "0.14" "0.4" "Direct" "0.785445167241601"
"408" "100" "0.14" "0.6" "Omnivory" "0.418641650705577"
"408" "100" "0.14" "0.6" "Chain" "-0.141308304015663"
"408" "100" "0.14" "0.6" "Apparent" "-0.238218528374917"
"408" "100" "0.14" "0.6" "Direct" "0.80832193661297"
"408" "100" "0.14" "0.8" "Omnivory" "0.234506981029308"
"408" "100" "0.14" "0.8" "Chain" "-0.412310485160412"
"408" "100" "0.14" "0.8" "Apparent" "-0.01943025427683"
"408" "100" "0.14" "0.8" "Direct" "0.869682154188861"
"408" "100" "0.14" "1" "Omnivory" "0.0807824518589063"
"408" "100" "0.14" "1" "Chain" "-0.702557782100733"
"408" "100" "0.14" "1" "Apparent" "0.193050851446545"
"408" "100" "0.14" "1" "Direct" "0.925226222204123"
"410" "100" "0.18" "0" "Omnivory" "0.804960293481845"
"410" "100" "0.18" "0" "Chain" "-0.177898141928236"
"410" "100" "0.18" "0" "Apparent" "-0.258034336398129"
"410" "100" "0.18" "0" "Direct" "0.24220151555219"
"410" "100" "0.18" "0.2" "Omnivory" "0.619907666412031"
"410" "100" "0.18" "0.2" "Chain" "-0.172825666115783"
"410" "100" "0.18" "0.2" "Apparent" "-0.149425298450469"
"410" "100" "0.18" "0.2" "Direct" "0.167399756787694"
"410" "100" "0.18" "0.4" "Omnivory" "0.502164629614036"
"410" "100" "0.18" "0.4" "Chain" "-0.173641116934253"
"410" "100" "0.18" "0.4" "Apparent" "-0.0747669482270857"
"410" "100" "0.18" "0.4" "Direct" "0.117924596369761"
"410" "100" "0.18" "0.6" "Omnivory" "0.431724407508629"
"410" "100" "0.18" "0.6" "Chain" "-0.178275085103105"
"410" "100" "0.18" "0.6" "Apparent" "-0.0064930268292811"
"410" "100" "0.18" "0.6" "Direct" "0.0629429919623058"
"410" "100" "0.18" "0.8" "Omnivory" "0.37884176120906"
"410" "100" "0.18" "0.8" "Chain" "-0.189297537084719"
"410" "100" "0.18" "0.8" "Apparent" "0.0560954570938081"
"410" "100" "0.18" "0.8" "Direct" "0.0163319735280091"
"410" "100" "0.18" "1" "Omnivory" "0.339054933353723"
"410" "100" "0.18" "1" "Chain" "-0.189482853186251"
"410" "100" "0.18" "1" "Apparent" "0.10733042858879"
"410" "100" "0.18" "1" "Direct" "-0.0346478780980563"
"411" "100" "0.14" "0" "Omnivory" "0.553040617915864"
"411" "100" "0.14" "0" "Chain" "-0.340661036486583"
"411" "100" "0.14" "0" "Apparent" "-0.149884680469775"
"411" "100" "0.14" "0" "Direct" "0.190699596688787"
"411" "100" "0.14" "0.2" "Omnivory" "0.415277536345023"
"411" "100" "0.14" "0.2" "Chain" "-0.369819604868299"
"411" "100" "0.14" "0.2" "Apparent" "-0.0730323977828276"
"411" "100" "0.14" "0.2" "Direct" "0.245637980653645"
"411" "100" "0.14" "0.4" "Omnivory" "0.221738779223922"
"411" "100" "0.14" "0.4" "Chain" "-0.41082765519229"
"411" "100" "0.14" "0.4" "Apparent" "0.0248809076041808"
"411" "100" "0.14" "0.4" "Direct" "0.33111694548206"
"411" "100" "0.14" "0.6" "Omnivory" "0.0165512861143173"
"411" "100" "0.14" "0.6" "Chain" "-0.470907333552567"
"411" "100" "0.14" "0.6" "Apparent" "0.116791917525015"
"411" "100" "0.14" "0.6" "Direct" "0.450551383723719"
"411" "100" "0.14" "0.8" "Omnivory" "-0.243398833194074"
"411" "100" "0.14" "0.8" "Chain" "-0.545329764129613"
"411" "100" "0.14" "0.8" "Apparent" "0.240524023455142"
"411" "100" "0.14" "0.8" "Direct" "0.589141401019723"
"411" "100" "0.14" "1" "Omnivory" "-0.524815069368342"
"411" "100" "0.14" "1" "Chain" "-0.619915401093029"
"411" "100" "0.14" "1" "Apparent" "0.368722813993021"
"411" "100" "0.14" "1" "Direct" "0.732956105571999"
"418" "100" "0.14" "0" "Omnivory" "0.71462279530776"
"418" "100" "0.14" "0" "Chain" "0.226184409181588"
"418" "100" "0.14" "0" "Apparent" "-0.57987619446676"
"418" "100" "0.14" "0" "Direct" "0.600389809933936"
"418" "100" "0.14" "0.2" "Omnivory" "0.564413227363076"
"418" "100" "0.14" "0.2" "Chain" "0.0671437557300676"
"418" "100" "0.14" "0.2" "Apparent" "-0.351841132356516"
"418" "100" "0.14" "0.2" "Direct" "0.414707092866236"
"418" "100" "0.14" "0.4" "Omnivory" "0.439003469015386"
"418" "100" "0.14" "0.4" "Chain" "-0.104559942437204"
"418" "100" "0.14" "0.4" "Apparent" "-0.112662049626461"
"418" "100" "0.14" "0.4" "Direct" "0.216328947534072"
"418" "100" "0.14" "0.6" "Omnivory" "0.370620861901287"
"418" "100" "0.14" "0.6" "Chain" "-0.289963022766584"
"418" "100" "0.14" "0.6" "Apparent" "0.125994658465859"
"418" "100" "0.14" "0.6" "Direct" "-0.00342013956397517"
"418" "100" "0.14" "0.8" "Omnivory" "0.304728500819115"
"418" "100" "0.14" "0.8" "Chain" "-0.476759001099563"
"418" "100" "0.14" "0.8" "Apparent" "0.366715241062697"
"418" "100" "0.14" "0.8" "Direct" "-0.244146638855962"
"418" "100" "0.14" "1" "Omnivory" "0.256532420383245"
"418" "100" "0.14" "1" "Chain" "-0.660370705434609"
"418" "100" "0.14" "1" "Apparent" "0.593763689194796"
"418" "100" "0.14" "1" "Direct" "-0.50075117955283"
"421" "100" "0.18" "0" "Omnivory" "1.26496858423753"
"421" "100" "0.18" "0" "Chain" "-0.0211480747131974"
"421" "100" "0.18" "0" "Apparent" "-0.597743988560023"
"421" "100" "0.18" "0" "Direct" "0.321816762656253"
"421" "100" "0.18" "0.2" "Omnivory" "1.03454059807545"
"421" "100" "0.18" "0.2" "Chain" "-0.0624651855376837"
"421" "100" "0.18" "0.2" "Apparent" "-0.43478474762097"
"421" "100" "0.18" "0.2" "Direct" "0.185131642530774"
"421" "100" "0.18" "0.4" "Omnivory" "0.889577147032033"
"421" "100" "0.18" "0.4" "Chain" "-0.101148184892905"
"421" "100" "0.18" "0.4" "Apparent" "-0.309527149704034"
"421" "100" "0.18" "0.4" "Direct" "0.0625344151150102"
"421" "100" "0.18" "0.6" "Omnivory" "0.803682709095618"
"421" "100" "0.18" "0.6" "Chain" "-0.128545273850927"
"421" "100" "0.18" "0.6" "Apparent" "-0.226622588753586"
"421" "100" "0.18" "0.6" "Direct" "-0.0257083261043267"
"421" "100" "0.18" "0.8" "Omnivory" "0.748039385306789"
"421" "100" "0.18" "0.8" "Chain" "-0.149529923330249"
"421" "100" "0.18" "0.8" "Apparent" "-0.166425506724939"
"421" "100" "0.18" "0.8" "Direct" "-0.0955830343511792"
"421" "100" "0.18" "1" "Omnivory" "0.723858760980194"
"421" "100" "0.18" "1" "Chain" "-0.172866871516352"
"421" "100" "0.18" "1" "Apparent" "-0.106022072431211"
"421" "100" "0.18" "1" "Direct" "-0.196216008864427"
"425" "100" "0.14" "0" "Omnivory" "0.940883104995675"
"425" "100" "0.14" "0" "Chain" "0.0236471175615034"
"425" "100" "0.14" "0" "Apparent" "-0.783354163077905"
"425" "100" "0.14" "0" "Direct" "0.7564620086782"
"425" "100" "0.14" "0.2" "Omnivory" "0.786240217809569"
"425" "100" "0.14" "0.2" "Chain" "-0.0409115505704355"
"425" "100" "0.14" "0.2" "Apparent" "-0.618507522173208"
"425" "100" "0.14" "0.2" "Direct" "0.593472645786219"
"425" "100" "0.14" "0.4" "Omnivory" "0.655332859021287"
"425" "100" "0.14" "0.4" "Chain" "-0.0797862183356214"
"425" "100" "0.14" "0.4" "Apparent" "-0.475918782695376"
"425" "100" "0.14" "0.4" "Direct" "0.435937600661221"
"425" "100" "0.14" "0.6" "Omnivory" "0.579882145665095"
"425" "100" "0.14" "0.6" "Chain" "-0.082776741130157"
"425" "100" "0.14" "0.6" "Apparent" "-0.37290513086301"
"425" "100" "0.14" "0.6" "Direct" "0.269969825915001"
"425" "100" "0.14" "0.8" "Omnivory" "0.52071497756007"
"425" "100" "0.14" "0.8" "Chain" "-0.0820524255667384"
"425" "100" "0.14" "0.8" "Apparent" "-0.280389375221496"
"425" "100" "0.14" "0.8" "Direct" "0.108667153440061"
"425" "100" "0.14" "1" "Omnivory" "0.460983569710838"
"425" "100" "0.14" "1" "Chain" "-0.0620378945318418"
"425" "100" "0.14" "1" "Apparent" "-0.18851520207459"
"425" "100" "0.14" "1" "Direct" "-0.0710014527964478"
"426" "100" "0.14" "0" "Omnivory" "0.991857014170196"
"426" "100" "0.14" "0" "Chain" "-0.0815613662413236"
"426" "100" "0.14" "0" "Apparent" "-0.47307014085007"
"426" "100" "0.14" "0" "Direct" "0.222779724397938"
"426" "100" "0.14" "0.2" "Omnivory" "0.831632275079877"
"426" "100" "0.14" "0.2" "Chain" "-0.0912002257622155"
"426" "100" "0.14" "0.2" "Apparent" "-0.364282877394325"
"426" "100" "0.14" "0.2" "Direct" "0.15116161250197"
"426" "100" "0.14" "0.4" "Omnivory" "0.769834485887268"
"426" "100" "0.14" "0.4" "Chain" "-0.0951617551511238"
"426" "100" "0.14" "0.4" "Apparent" "-0.306867943938338"
"426" "100" "0.14" "0.4" "Direct" "0.0815881288832385"
"426" "100" "0.14" "0.6" "Omnivory" "0.726040579366584"
"426" "100" "0.14" "0.6" "Chain" "-0.101868087713482"
"426" "100" "0.14" "0.6" "Apparent" "-0.261790064151486"
"426" "100" "0.14" "0.6" "Direct" "0.0298388740468216"
"426" "100" "0.14" "0.8" "Omnivory" "0.732739932459117"
"426" "100" "0.14" "0.8" "Chain" "-0.0964539964096103"
"426" "100" "0.14" "0.8" "Apparent" "-0.250361451789982"
"426" "100" "0.14" "0.8" "Direct" "-0.0247738404051782"
"426" "100" "0.14" "1" "Omnivory" "0.774299671846716"
"426" "100" "0.14" "1" "Chain" "-0.098273542215762"
"426" "100" "0.14" "1" "Apparent" "-0.244984980401513"
"426" "100" "0.14" "1" "Direct" "-0.0899023460802807"
"427" "100" "0.14" "0" "Omnivory" "0.807531919069511"
"427" "100" "0.14" "0" "Chain" "-0.125923314478923"
"427" "100" "0.14" "0" "Apparent" "-0.0354301311345242"
"427" "100" "0.14" "0" "Direct" "-0.259989717626423"
"427" "100" "0.14" "0.2" "Omnivory" "0.670763160812873"
"427" "100" "0.14" "0.2" "Chain" "-0.161380451965075"
"427" "100" "0.14" "0.2" "Apparent" "0.0210508869038204"
"427" "100" "0.14" "0.2" "Direct" "-0.240849598661796"
"427" "100" "0.14" "0.4" "Omnivory" "0.54995547245415"
"427" "100" "0.14" "0.4" "Chain" "-0.176480643270999"
"427" "100" "0.14" "0.4" "Apparent" "0.0579563242787813"
"427" "100" "0.14" "0.4" "Direct" "-0.220874496778118"
"427" "100" "0.14" "0.6" "Omnivory" "0.462154147573827"
"427" "100" "0.14" "0.6" "Chain" "-0.16459890574162"
"427" "100" "0.14" "0.6" "Apparent" "0.0457837262546616"
"427" "100" "0.14" "0.6" "Direct" "-0.157095421254771"
"427" "100" "0.14" "0.8" "Omnivory" "0.384944305619782"
"427" "100" "0.14" "0.8" "Chain" "-0.143087187243344"
"427" "100" "0.14" "0.8" "Apparent" "0.0181692981355345"
"427" "100" "0.14" "0.8" "Direct" "-0.0804145186364289"
"427" "100" "0.14" "1" "Omnivory" "0.306911404644906"
"427" "100" "0.14" "1" "Chain" "-0.108611287269797"
"427" "100" "0.14" "1" "Apparent" "-0.0342824183256885"
"427" "100" "0.14" "1" "Direct" "0.0315712288584473"
"428" "100" "0.18" "0" "Omnivory" "0.21990192387368"
"428" "100" "0.18" "0" "Chain" "-0.185974100118823"
"428" "100" "0.18" "0" "Apparent" "-0.166424528055325"
"428" "100" "0.18" "0" "Direct" "0.236133098166135"
"428" "100" "0.18" "0.2" "Omnivory" "0.123962738312077"
"428" "100" "0.18" "0.2" "Chain" "-0.170075242903861"
"428" "100" "0.18" "0.2" "Apparent" "-0.110765883490137"
"428" "100" "0.18" "0.2" "Direct" "0.190666663906653"
"428" "100" "0.18" "0.4" "Omnivory" "0.0628199562529964"
"428" "100" "0.18" "0.4" "Chain" "-0.154048812414167"
"428" "100" "0.18" "0.4" "Apparent" "-0.075938989411378"
"428" "100" "0.18" "0.4" "Direct" "0.158588442274797"
"428" "100" "0.18" "0.6" "Omnivory" "0.00468766020631067"
"428" "100" "0.18" "0.6" "Chain" "-0.143564632547942"
"428" "100" "0.18" "0.6" "Apparent" "-0.0471500436111219"
"428" "100" "0.18" "0.6" "Direct" "0.135488491137498"
"428" "100" "0.18" "0.8" "Omnivory" "-0.0358855922977213"
"428" "100" "0.18" "0.8" "Chain" "-0.140763494871427"
"428" "100" "0.18" "0.8" "Apparent" "-0.0200058195218489"
"428" "100" "0.18" "0.8" "Direct" "0.115684901660295"
"428" "100" "0.18" "1" "Omnivory" "-0.0525739556882674"
"428" "100" "0.18" "1" "Chain" "-0.134953784691148"
"428" "100" "0.18" "1" "Apparent" "-0.00533460183663265"
"428" "100" "0.18" "1" "Direct" "0.101184464105812"
"429" "100" "0.14" "0" "Omnivory" "0.802599046735325"
"429" "100" "0.14" "0" "Chain" "0.0395199332481518"
"429" "100" "0.14" "0" "Apparent" "-0.746484108111016"
"429" "100" "0.14" "0" "Direct" "0.510759046592972"
"429" "100" "0.14" "0.2" "Omnivory" "0.643444959308335"
"429" "100" "0.14" "0.2" "Chain" "-0.0664464423465158"
"429" "100" "0.14" "0.2" "Apparent" "-0.527435076074722"
"429" "100" "0.14" "0.2" "Direct" "0.474309972385905"
"429" "100" "0.14" "0.4" "Omnivory" "0.508174310772686"
"429" "100" "0.14" "0.4" "Chain" "-0.13781943355359"
"429" "100" "0.14" "0.4" "Apparent" "-0.368704667006733"
"429" "100" "0.14" "0.4" "Direct" "0.459295211141553"
"429" "100" "0.14" "0.6" "Omnivory" "0.402842078254187"
"429" "100" "0.14" "0.6" "Chain" "-0.205596465123148"
"429" "100" "0.14" "0.6" "Apparent" "-0.229877149292884"
"429" "100" "0.14" "0.6" "Direct" "0.444728020410945"
"429" "100" "0.14" "0.8" "Omnivory" "0.323449818051208"
"429" "100" "0.14" "0.8" "Chain" "-0.280402428353567"
"429" "100" "0.14" "0.8" "Apparent" "-0.0976013930623296"
"429" "100" "0.14" "0.8" "Direct" "0.42872850179406"
"429" "100" "0.14" "1" "Omnivory" "0.244259571082796"
"429" "100" "0.14" "1" "Chain" "-0.349260066254803"
"429" "100" "0.14" "1" "Apparent" "0.0198645099355913"
"429" "100" "0.14" "1" "Direct" "0.423011548555314"
"430" "100" "0.18" "0" "Omnivory" "0.771918832754797"
"430" "100" "0.18" "0" "Chain" "-0.233617254587781"
"430" "100" "0.18" "0" "Apparent" "-0.250034575651993"
"430" "100" "0.18" "0" "Direct" "0.567899778156203"
"430" "100" "0.18" "0.2" "Omnivory" "0.642398231066464"
"430" "100" "0.18" "0.2" "Chain" "-0.249215978666981"
"430" "100" "0.18" "0.2" "Apparent" "-0.133417268924036"
"430" "100" "0.18" "0.2" "Direct" "0.457968633875596"
"430" "100" "0.18" "0.4" "Omnivory" "0.555394018498421"
"430" "100" "0.18" "0.4" "Chain" "-0.270101838163812"
"430" "100" "0.18" "0.4" "Apparent" "-0.0352119105552473"
"430" "100" "0.18" "0.4" "Direct" "0.361904442991274"
"430" "100" "0.18" "0.6" "Omnivory" "0.498082352853193"
"430" "100" "0.18" "0.6" "Chain" "-0.304843989536038"
"430" "100" "0.18" "0.6" "Apparent" "0.0550818396386153"
"430" "100" "0.18" "0.6" "Direct" "0.299378560110842"
"430" "100" "0.18" "0.8" "Omnivory" "0.45901102843896"
"430" "100" "0.18" "0.8" "Chain" "-0.339538442366709"
"430" "100" "0.18" "0.8" "Apparent" "0.135679365248533"
"430" "100" "0.18" "0.8" "Direct" "0.234339412973963"
"430" "100" "0.18" "1" "Omnivory" "0.443834322891189"
"430" "100" "0.18" "1" "Chain" "-0.395719302370264"
"430" "100" "0.18" "1" "Apparent" "0.225174417266391"
"430" "100" "0.18" "1" "Direct" "0.18189209769228"
"431" "100" "0.18" "0" "Omnivory" "0.738212410225141"
"431" "100" "0.18" "0" "Chain" "-0.20909922685741"
"431" "100" "0.18" "0" "Apparent" "-0.113744531571699"
"431" "100" "0.18" "0" "Direct" "-0.0546446827606338"
"431" "100" "0.18" "0.2" "Omnivory" "0.633446595131044"
"431" "100" "0.18" "0.2" "Chain" "-0.221122834650706"
"431" "100" "0.18" "0.2" "Apparent" "-0.0204914562047531"
"431" "100" "0.18" "0.2" "Direct" "-0.0824660927316834"
"431" "100" "0.18" "0.4" "Omnivory" "0.59222382694127"
"431" "100" "0.18" "0.4" "Chain" "-0.247822280743095"
"431" "100" "0.18" "0.4" "Apparent" "0.0659047465146691"
"431" "100" "0.18" "0.4" "Direct" "-0.133707463787277"
"431" "100" "0.18" "0.6" "Omnivory" "0.560554250299088"
"431" "100" "0.18" "0.6" "Chain" "-0.265554664924519"
"431" "100" "0.18" "0.6" "Apparent" "0.127202434431981"
"431" "100" "0.18" "0.6" "Direct" "-0.173821397483785"
"431" "100" "0.18" "0.8" "Omnivory" "0.538777881770002"
"431" "100" "0.18" "0.8" "Chain" "-0.294726543896427"
"431" "100" "0.18" "0.8" "Apparent" "0.197639630071252"
"431" "100" "0.18" "0.8" "Direct" "-0.212784371078117"
"431" "100" "0.18" "1" "Omnivory" "0.543173085844552"
"431" "100" "0.18" "1" "Chain" "-0.328438208526943"
"431" "100" "0.18" "1" "Apparent" "0.264467263500335"
"431" "100" "0.18" "1" "Direct" "-0.268234752852674"
"435" "100" "0.14" "0" "Omnivory" "0.636994003055232"
"435" "100" "0.14" "0" "Chain" "0.0466885887093482"
"435" "100" "0.14" "0" "Apparent" "-0.557947537083356"
"435" "100" "0.14" "0" "Direct" "0.404171235061075"
"435" "100" "0.14" "0.2" "Omnivory" "0.569540095471171"
"435" "100" "0.14" "0.2" "Chain" "-0.098573980798378"
"435" "100" "0.14" "0.2" "Apparent" "-0.383649479081712"
"435" "100" "0.14" "0.2" "Direct" "0.334357851856685"
"435" "100" "0.14" "0.4" "Omnivory" "0.516599352512082"
"435" "100" "0.14" "0.4" "Chain" "-0.216744106473248"
"435" "100" "0.14" "0.4" "Apparent" "-0.236639289448326"
"435" "100" "0.14" "0.4" "Direct" "0.2702132715176"
"435" "100" "0.14" "0.6" "Omnivory" "0.510083880734437"
"435" "100" "0.14" "0.6" "Chain" "-0.32713720790301"
"435" "100" "0.14" "0.6" "Apparent" "-0.121619343685585"
"435" "100" "0.14" "0.6" "Direct" "0.212744471224414"
"435" "100" "0.14" "0.8" "Omnivory" "0.524745704649762"
"435" "100" "0.14" "0.8" "Chain" "-0.426756819649927"
"435" "100" "0.14" "0.8" "Apparent" "-0.0219184126906952"
"435" "100" "0.14" "0.8" "Direct" "0.14664982112423"
"435" "100" "0.14" "1" "Omnivory" "0.556891653222985"
"435" "100" "0.14" "1" "Chain" "-0.549028883042215"
"435" "100" "0.14" "1" "Apparent" "0.0678183691458941"
"435" "100" "0.14" "1" "Direct" "0.110985650807458"
"436" "100" "0.14" "0" "Omnivory" "0.427019755225465"
"436" "100" "0.14" "0" "Chain" "0.306540929616393"
"436" "100" "0.14" "0" "Apparent" "-0.643501750948403"
"436" "100" "0.14" "0" "Direct" "0.196468528081031"
"436" "100" "0.14" "0.2" "Omnivory" "0.31916467420863"
"436" "100" "0.14" "0.2" "Chain" "0.214892531090675"
"436" "100" "0.14" "0.2" "Apparent" "-0.486430522064922"
"436" "100" "0.14" "0.2" "Direct" "0.181077737266299"
"436" "100" "0.14" "0.4" "Omnivory" "0.256271444940996"
"436" "100" "0.14" "0.4" "Chain" "0.142905285464824"
"436" "100" "0.14" "0.4" "Apparent" "-0.371221411136723"
"436" "100" "0.14" "0.4" "Direct" "0.17248379702845"
"436" "100" "0.14" "0.6" "Omnivory" "0.196123298903293"
"436" "100" "0.14" "0.6" "Chain" "0.104238700531523"
"436" "100" "0.14" "0.6" "Apparent" "-0.294365331532858"
"436" "100" "0.14" "0.6" "Direct" "0.160490228061131"
"436" "100" "0.14" "0.8" "Omnivory" "0.149925198908745"
"436" "100" "0.14" "0.8" "Chain" "0.0680091219278948"
"436" "100" "0.14" "0.8" "Apparent" "-0.229969007063573"
"436" "100" "0.14" "0.8" "Direct" "0.156665215449255"
"436" "100" "0.14" "1" "Omnivory" "0.120266024327379"
"436" "100" "0.14" "1" "Chain" "0.0423686148463716"
"436" "100" "0.14" "1" "Apparent" "-0.178372342976081"
"436" "100" "0.14" "1" "Direct" "0.141355624107928"
"442" "100" "0.14" "0" "Omnivory" "0.269633671125886"
"442" "100" "0.14" "0" "Chain" "-0.0900669007681052"
"442" "100" "0.14" "0" "Apparent" "-0.177256654900903"
"442" "100" "0.14" "0" "Direct" "0.334685436679113"
"442" "100" "0.14" "0.2" "Omnivory" "0.222414122196253"
"442" "100" "0.14" "0.2" "Chain" "-0.108734864405937"
"442" "100" "0.14" "0.2" "Apparent" "-0.117880354686287"
"442" "100" "0.14" "0.2" "Direct" "0.259204594061262"
"442" "100" "0.14" "0.4" "Omnivory" "0.258042220890128"
"442" "100" "0.14" "0.4" "Chain" "-0.141126373879604"
"442" "100" "0.14" "0.4" "Apparent" "-0.0892131449623286"
"442" "100" "0.14" "0.4" "Direct" "0.19787741989067"
"442" "100" "0.14" "0.6" "Omnivory" "0.304889472117005"
"442" "100" "0.14" "0.6" "Chain" "-0.17678112062152"
"442" "100" "0.14" "0.6" "Apparent" "-0.0647217202437215"
"442" "100" "0.14" "0.6" "Direct" "0.140721311271347"
"442" "100" "0.14" "0.8" "Omnivory" "0.362085481042377"
"442" "100" "0.14" "0.8" "Chain" "-0.213407331638049"
"442" "100" "0.14" "0.8" "Apparent" "-0.0478835438478879"
"442" "100" "0.14" "0.8" "Direct" "0.0931212165568994"
"442" "100" "0.14" "1" "Omnivory" "0.453632518345146"
"442" "100" "0.14" "1" "Chain" "-0.251247708055354"
"442" "100" "0.14" "1" "Apparent" "-0.0399659258501987"
"442" "100" "0.14" "1" "Direct" "0.0312404337388296"
"444" "100" "0.14" "0" "Omnivory" "0.579286817265638"
"444" "100" "0.14" "0" "Chain" "-0.223320968042288"
"444" "100" "0.14" "0" "Apparent" "-0.107906460563444"
"444" "100" "0.14" "0" "Direct" "0.604405969727822"
"444" "100" "0.14" "0.2" "Omnivory" "0.45662921024557"
"444" "100" "0.14" "0.2" "Chain" "-0.200908921574824"
"444" "100" "0.14" "0.2" "Apparent" "-0.0594264314912189"
"444" "100" "0.14" "0.2" "Direct" "0.496286258000968"
"444" "100" "0.14" "0.4" "Omnivory" "0.366079094857845"
"444" "100" "0.14" "0.4" "Chain" "-0.242947679730163"
"444" "100" "0.14" "0.4" "Apparent" "0.0833931179080463"
"444" "100" "0.14" "0.4" "Direct" "0.299236424718139"
"444" "100" "0.14" "0.6" "Omnivory" "0.241773375660381"
"444" "100" "0.14" "0.6" "Chain" "-0.303456762154981"
"444" "100" "0.14" "0.6" "Apparent" "0.260805239810509"
"444" "100" "0.14" "0.6" "Direct" "0.112118704034875"
"444" "100" "0.14" "0.8" "Omnivory" "0.125450512061177"
"444" "100" "0.14" "0.8" "Chain" "-0.374462095657951"
"444" "100" "0.14" "0.8" "Apparent" "0.44542908840256"
"444" "100" "0.14" "0.8" "Direct" "-0.0704750042042192"
"444" "100" "0.14" "1" "Omnivory" "0.00977451726263824"
"444" "100" "0.14" "1" "Chain" "-0.46572107177846"
"444" "100" "0.14" "1" "Apparent" "0.674501422211833"
"444" "100" "0.14" "1" "Direct" "-0.338068124529257"
"445" "100" "0.18" "0" "Omnivory" "0.751516768906066"
"445" "100" "0.18" "0" "Chain" "-0.175888310029757"
"445" "100" "0.18" "0" "Apparent" "-0.241377285011192"
"445" "100" "0.18" "0" "Direct" "0.0187244343761612"
"445" "100" "0.18" "0.2" "Omnivory" "0.621940693526951"
"445" "100" "0.18" "0.2" "Chain" "-0.178982126774724"
"445" "100" "0.18" "0.2" "Apparent" "-0.150171959739797"
"445" "100" "0.18" "0.2" "Direct" "-0.00200261191115274"
"445" "100" "0.18" "0.4" "Omnivory" "0.547171526918845"
"445" "100" "0.18" "0.4" "Chain" "-0.20683441899878"
"445" "100" "0.18" "0.4" "Apparent" "-0.0177575979125923"
"445" "100" "0.18" "0.4" "Direct" "-0.0703668360312746"
"445" "100" "0.18" "0.6" "Omnivory" "0.525736839039837"
"445" "100" "0.18" "0.6" "Chain" "-0.245528326475275"
"445" "100" "0.18" "0.6" "Apparent" "0.103411535072275"
"445" "100" "0.18" "0.6" "Direct" "-0.145665357980736"
"445" "100" "0.18" "0.8" "Omnivory" "0.519885663686548"
"445" "100" "0.18" "0.8" "Chain" "-0.27349511917219"
"445" "100" "0.18" "0.8" "Apparent" "0.221396114630026"
"445" "100" "0.18" "0.8" "Direct" "-0.2390199307366"
"445" "100" "0.18" "1" "Omnivory" "0.533364038785368"
"445" "100" "0.18" "1" "Chain" "-0.33820124688684"
"445" "100" "0.18" "1" "Apparent" "0.368295509788318"
"445" "100" "0.18" "1" "Direct" "-0.338035136496775"
"447" "100" "0.18" "0" "Omnivory" "0.84252118356145"
"447" "100" "0.18" "0" "Chain" "0.0316857130103035"
"447" "100" "0.18" "0" "Apparent" "-0.383293682703309"
"447" "100" "0.18" "0" "Direct" "-0.154775740018831"
"447" "100" "0.18" "0.2" "Omnivory" "0.726962520477086"
"447" "100" "0.18" "0.2" "Chain" "-0.0600360472296745"
"447" "100" "0.18" "0.2" "Apparent" "-0.243722303369582"
"447" "100" "0.18" "0.2" "Direct" "-0.25331489714385"
